FID,osm_id,amenity,name,short_name,official_name,alt_name,old_name,operator,operator-type,emergency,capacity,wheelchair,ref-FR-FINESS,type-FR-FINESS,ref-FR-NAF,ref-FR-SIRET,contact-website,url,phone,contact-phone,fax,contact-fax,email,contact-email,addr-housename,addr-housenumber,addr-street,addr-city,addr-postcode,wikidata,wikipedia,description,opening_hours,source,note,osm_type,osm_version,osm_timestamp,healthcare-speciality,the_geom,osm_original_geom
france_hospitals_point.510578303,510578303,hospital,Centre hospitalier de la Milétrie,,,,,,public,yes,,,860000223,355,,,,,+33 5 49 44 44 44,,,,,,,2,Rue de la Milétrie,Poitiers,86021,Q2945769,,,,,,way,14,2022-04-05T14:20:11Z,intensive,POINT (43011.75146046129 5870111.853993531),"SRID=3857;POLYGON((42477.7588387587 5870707.47864094,42517.3329177357 5870622.59492345,42532.1495419603 5870566.52970215,42566.781035546 5870480.27123285,42529.6782492646 5870323.50899474,42551.8864876779 5870284.89763668,42636.6896757642 5870237.62526166,42740.0052951695 5870202.04163486,42778.9003252526 5870211.23702597,42790.7892468693 5870168.36845379,42782.9634866666 5870152.47087182,42782.5182087034 5870128.28458537,42741.3188651608 5870049.46106581,42744.157512176 5870033.04565905,42753.408161861 5870016.46839576,42756.9926494645 5870012.74499132,42715.0474653336 5869941.3854407,42814.7674651862 5869878.97868634,42815.0680278114 5869857.77182275,42843.7327966906 5869819.25964183,42851.1912025738 5869800.44879348,42882.5499031302 5869795.9646299,42917.7825219663 5869801.93811908,42949.4306531988 5869811.19784475,42983.4610215343 5869832.09701671,43010.634109237 5869859.56873821,43024.0703717757 5869827.61283697,43033.9221467109 5869796.87117542,43038.1077595648 5869729.98131776,43033.6215840858 5869709.45471624,43009.1535600094 5869699.90371137,42998.711791773 5869695.56529225,42954.4066344373 5869679.18292296,42967.3419592675 5869635.89605861,42969.9802311993 5869636.3493231,42972.9969893998 5869628.04487383,42971.8949264409 5869625.47098178,42971.8949264409 5869621.06784747,42979.1752211388 5869531.51634449,42978.5852278376 5869528.5863487,42976.9710952211 5869527.77695777,42974.6890456598 5869534.46252909,42924.2835802286 5869515.13428112,42928.547116726 5869504.69315983,42931.4191595885 5869505.72917751,42934.6696887197 5869506.91088533,42938.3209680177 5869497.27916185,42954.4177663864 5869489.63854167,42962.2769224364 5869468.25455313,43008.0292331524 5869420.22575423,43095.4261653742 5869288.94513945,43129.356346168 5869234.5071566,43159.0675182607 5869189.84657152,43414.0225480246 5869677.43460867,43521.2120857094 5869721.62821546,43438.2790650684 5869838.75044285,43410.0818380505 5869880.35470598,43319.9687102533 5870059.46573706,43306.2318850894 5870086.64677034,43305.5639681447 5870088.84845391,43313.1002976714 5870096.65148394,43315.0817846075 5870109.18167528,43308.9146848176 5870122.01947384,43307.0556493213 5870124.18878844,43309.1929835445 5870127.02184936,43339.8281074109 5870167.70470489,43354.4554885011 5870195.17747594,43362.3703042965 5870218.91065198,43370.8751133931 5870243.696186,43381.4727289166 5870283.55393209,43382.9866739914 5870285.96612481,43384.756653895 5870288.78304868,43393.8514562928 5870295.58252381,43395.6214361964 5870296.910041,43354.6781274827 5870343.64848743,42756.8145382792 5870876.40664095,42721.0364539383 5870829.81107171,42685.770439255 5870777.92157823,42642.8233797069 5870716.83646125,42634.0291399343 5870715.20127048,42621.9175793359 5870713.25846996,42606.1324755415 5870715.02318041,42589.3454963298 5870717.7269118,42575.9426296383 5870722.38963615,42554.5358915588 5870734.12740806,42539.8751146213 5870745.78424534,42477.7588387587 5870707.47864094))"
france_hospitals_point.3687995561,3687995561,hospital,Centre d'Accueil Thérapeutique à Temps Partiel,,,,,,,,,,920023603,,,26920002800133,,,+33 1 47 38 68 14,,,,,,,,,,,,,,,,,node,2,2017-10-13T18:32:12Z,,POINT (251401.1550202592 6255868.654941306),
france_hospitals_point.-9260076,-9260076,hospital,Centre hospitalier de Confolens,,,,,,public,yes,,,160000311,355,,,,,+33 5 45 84 40 00,,+33 5 45 84 40 04,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2018,,way,1,2019-01-26T22:32:23Z,,POINT (74582.06365491297 5781153.348018104),"SRID=3857;POLYGON((74506.4691464104 5781188.26858039,74535.9910753688 5781078.55124688,74556.8300840453 5781084.14445818,74556.3514102349 5781085.92338858,74552.7335267841 5781099.52981404,74553.4904993215 5781099.77021044,74545.3864403917 5781130.55702959,74565.2903653455 5781136.27848564,74569.4871101484 5781120.78088075,74621.2172775201 5781134.83610142,74624.0781884335 5781124.27465074,74588.3334999398 5781114.54658818,74593.3428770255 5781095.98797455,74593.8104188868 5781094.27314779,74649.9933658902 5781109.54633612,74641.6332721316 5781140.28510972,74643.7038146603 5781140.86206374,74650.3273243625 5781142.67305853,74643.4366478824 5781168.15523692,74636.8576659765 5781166.36026347,74634.7203317533 5781165.78330779,74631.2360316915 5781178.58852732,74633.4067617619 5781179.1815104,74635.6442835269 5781179.80654666,74635.7889988649 5781179.24561668,74642.534960007 5781181.08867247,74648.2011220884 5781182.64325025,74646.5201977774 5781186.04088512,74645.3290792259 5781189.64686695,74644.6500303321 5781193.33298323,74644.4830510959 5781197.09923405,74638.2714235096 5781195.44849413,74631.8482888908 5781193.74967473,74633.829775827 5781186.50565603,74631.6033860111 5781185.89664588,74629.4215239916 5781185.28763577,74620.2710618483 5781218.97557364,74506.4691464104 5781188.26858039),(74535.9576795215 5781171.3124679,74565.5575321235 5781179.37382925,74573.5168757152 5781149.54843153,74543.9392870114 5781141.58325631,74535.9576795215 5781171.3124679),(74575.1310083317 5781185.25558261,74603.9070967017 5781193.10861089,74612.8015240161 5781160.27017767,74584.0699634424 5781152.41717848,74575.1310083317 5781185.25558261))"
france_hospitals_point.630031344,630031344,hospital,Centre de Rééducation Korian Les Grands Chênes,,,,,,,,,,330781154,109,,,,,,,,,,,,40-52,Rue Stéhélin,Bordeaux,33200,,,,,,,way,3,2021-10-02T17:51:32Z,physiatry,POINT (-69431.23203342492 5598501.5801704535),"SRID=3857;POLYGON((-69533.6271175914 5598365.83640806,-69513.2556507762 5598353.3057078,-69507.2889260697 5598349.61559261,-69482.8765617388 5598349.74121353,-69312.9028312465 5598554.30149065,-69332.9180756912 5598571.00946621,-69400.1884439775 5598627.17926828,-69402.7933200621 5598629.34629587,-69434.9535209523 5598656.19863734,-69481.1288457333 5598520.02197202,-69533.6271175914 5598365.83640806))"
france_hospitals_point.42535870,42535870,hospital,Clinique Pasteur-Lanroze,,,,,,,,,,290000140,365,,,,,,,,,,,,,,,,,,,,BMO2009,,way,8,2021-11-24T11:02:18Z,,POINT (-499766.74465364986 6173710.755546774),"SRID=3857;POLYGON((-499816.298283378 6173699.43494407,-499807.80460623 6173678.67751815,-499731.383775801 6173709.71307431,-499731.116609023 6173720.30978926,-499729.558136152 6173720.9637009,-499727.944003535 6173722.25475736,-499726.686093289 6173724.25002681,-499726.574773798 6173726.96627674,-499727.654572859 6173728.91124635,-499729.257573527 6173730.06816814,-499730.871706143 6173730.26937195,-499730.560011569 6173743.44823158,-499736.805035002 6173743.58236766,-499756.553112669 6173744.00154292,-499756.575376567 6173740.26250028,-499756.820279447 6173731.04065325,-499757.076314276 6173721.04753572,-499773.406883575 6173714.22338334,-499774.264043654 6173716.38632048,-499816.298283378 6173699.43494407))"
france_hospitals_point.642946073,642946073,hospital,Village Santé,,,,,Groupement de coopération sanitaire Béllinière,private,,,,,,,,,,,,,,,,,,,,,,,,,,,way,7,2020-09-14T13:29:27Z,,POINT (-57142.33717623624 6016871.3826617915),"SRID=3857;POLYGON((-57365.6943291455 6016765.76167169,-57351.0780800044 6016728.94944593,-57306.6616031779 6016671.57471027,-57257.6031035853 6016637.97321238,-57195.8987098386 6016656.67545087,-57158.1725344087 6016662.00954742,-57042.3223403402 6016702.5092766,-57019.2458098987 6016718.18239338,-56977.3340216151 6016738.77809733,-56905.7667209841 6016791.18129642,-56789.0927626836 6016852.04711308,-56821.9208805186 6016907.7108164,-56868.4969554665 6016886.86775514,-56873.2725616215 6016880.62801749,-56868.3411081794 6016866.76560852,-56920.0156158056 6016841.31283465,-56937.0808937442 6016876.77551681,-56964.9886900861 6016830.66088746,-56967.2373438001 6016824.89863401,-56980.4620993063 6016834.23348652,-56971.578803941 6016847.0586354,-56953.1220323675 6016879.55787824,-56916.2641489659 6016963.37487763,-56929.9564463334 6016981.18876994,-57295.8079528255 6017129.94114085,-57309.9900559526 6017116.53932828,-57344.6549453856 6017044.04806541,-57328.9032374384 6016966.04201999,-57318.9624069105 6016945.95615333,-57311.3926815366 6016918.92262604,-57298.3237733175 6016886.50555389,-57364.213779918 6016849.5611057,-57338.4433177994 6016784.28308777,-57365.6943291455 6016765.76167169))"
france_hospitals_point.2016895027,2016895027,hospital,Hopital de St Bonnet le Château,,,,,,,,,,420000275,,,,,,,,,,,,,,,,,Q92062899,,,,Le ministère des solidarités et de la santé - 03/2019,,node,5,2022-10-27T20:22:05Z,,POINT (452727.3855733366 5688625.064765517),
france_hospitals_point.758898029,758898029,hospital,Centre Médical et Pédagogique Jacques Arnaud,,,,,,,,,,950150052,109,,,,,,,,,,,,5,Rue Pasteur,Bouffémont,95570,,,,,,,way,3,2020-05-16T23:08:40Z,,POINT (255645.1857560245 6282914.133118013),"SRID=3857;POLYGON((255309.59347396 6282720.20483201,255447.763225933 6282644.11820179,255555.142006752 6282536.98667118,255654.093902118 6282438.26314586,255709.987418445 6282536.40923795,255729.935871196 6282610.52481401,255732.596407025 6282617.84469652,255745.576259652 6282642.58968276,255766.860546292 6282680.73480702,255780.742086794 6282703.66272507,255798.742448455 6282733.23133944,255812.46814167 6282755.56496803,255835.511276264 6282788.85322368,255845.47437069 6282801.79491768,255922.039916457 6282891.87780964,255911.909842795 6282918.13518337,255931.43528148 6282965.52094799,255939.405757021 6282977.12115956,255952.552588884 6282993.05236921,255994.364189626 6283026.37552962,255987.462381197 6283048.69294911,256007.722528521 6283147.52551799,255987.117290775 6283168.99402751,255841.644980207 6283204.71272085,255823.622354647 6283332.82908671,255764.46717724 6283323.50436451,255728.844940186 6283307.26680361,255668.264873296 6283267.86197393,255526.766668549 6283125.92118693,255498.135295517 6283092.15603807,255457.525945275 6283129.81064182,255421.302582971 6283083.20523905,255337.490138353 6283008.77979754,255322.40634735 6282867.43780486,255309.59347396 6282720.20483201))"
france_hospitals_point.668558595,668558595,hospital,Centre hospitalier d'Orthez,,,,,,public,yes,,,640000402,355,,,,,+33 5 59 69 70 70,,+33 5 59 69 70 00,,,,,,,,,,,,,,,way,3,2022-07-21T21:41:07Z,,POINT (-85895.30374985724 5386158.835868497),"SRID=3857;POLYGON((-86071.1504822984 5386177.60150023,-86013.5315138638 5386136.54418926,-85997.1007570227 5386125.1138417,-85953.0627664649 5386095.41034671,-85898.8724383468 5386061.38032327,-85875.050067317 5386051.30021859,-85871.1761490374 5386049.65855874,-85855.7138717662 5386041.91054189,-85841.5429005882 5386034.80692026,-85799.7646956935 5386019.341603,-85780.2503889575 5386012.1612859,-85740.4425390498 5386001.28342294,-85741.878560481 5386012.25334121,-85742.724588611 5386018.7125579,-85743.2032624214 5386022.33340343,-85745.6411592698 5386033.02718005,-85749.3035705169 5386046.03770254,-85753.0884332039 5386059.50852219,-85755.7601009829 5386067.94697271,-85762.8177566992 5386090.2398617,-85774.2391364546 5386126.31057541,-85775.4525189043 5386130.14626144,-85778.0351310907 5386138.23189278,-85790.9036642264 5386179.51935366,-85791.6829006619 5386182.00489229,-85796.9705764746 5386198.65188117,-85798.2507506187 5386202.67171154,-85801.4456200045 5386212.76732374,-85805.1970868442 5386224.47395166,-85808.1804491975 5386232.16074946,-85811.0858879072 5386238.35928966,-85813.4792569592 5386242.24105086,-85817.3643071879 5386247.6110789,-85821.1714337731 5386251.79970294,-85824.9785603582 5386255.37461067,-85830.6447224396 5386260.08489892,-85836.5446554516 5386263.96666921,-85843.4909916771 5386267.46486676,-85862.5822843481 5386275.71939077,-85893.9298529555 5386289.25191629,-85905.8855662667 5386294.42251232,-85915.6705495075 5386267.25006512,-85923.2068790342 5386249.77443394,-85935.5188147159 5386255.00637977,-85937.9901074115 5386248.05602422,-86024.362900318 5386285.32410639,-86028.2702144449 5386277.20766075,-86033.1571400907 5386262.78526069,-86037.7435031114 5386249.2834597,-86038.2333088709 5386247.77985127,-86044.5451239988 5386229.36833915,-86045.3911521289 5386225.42521172,-86053.9070931746 5386209.60669017,-86071.1504822984 5386177.60150023))"
france_hospitals_point.68567038,68567038,hospital,Hôpital Maritime de Zuydcoote,,,,,,,,,,590001442,355,,,,,+33 3 28 26 20 20,,,,,,,,,,,,,,,,,way,11,2022-04-13T08:44:11Z,,POINT (276007.99252251035 6633259.549726442),"SRID=3857;POLYGON((275538.604736761 6633318.25967904,275694.129197348 6632895.20597505,276091.517515582 6633045.88159005,276103.083610676 6633050.48728377,276144.917475316 6633067.22723085,276477.217287283 6633200.17373831,276316.19364385 6633627.68975715,276272.54527151 6633609.7971634,276260.70087769 6633605.91748733,275604.427951667 6633343.53872355,275538.604736761 6633318.25967904))"
france_hospitals_point.1049860051,1049860051,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,2,2022-04-07T08:24:09Z,,POINT (78874.00578677696 6004095.948224267),"SRID=3857;POLYGON((78858.9387849875 6004098.13075207,78866.9983161209 6004082.3653767,78877.5402718991 6004087.82325106,78889.0618391962 6004093.77431075,78887.7148733576 6004096.43749349,78882.438329494 6004106.76144416,78881.046835859 6004109.52326745,78858.9387849875 6004098.13075207))"
france_hospitals_point.155700017,155700017,hospital,Hôpital privé Saint-Martin,,,,,Ramsay Santé,private,yes,,yes,140017237,365,,,,,+33 8 26 46 14 00,,+33 2 31 43 31 25,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,way,9,2022-10-24T14:57:53Z,intensive,POINT (-42364.377635370656 6308548.393565875),"SRID=3857;POLYGON((-42505.5664475588 6308546.68123721,-42504.6758916325 6308544.29622876,-42503.0060992706 6308542.59265171,-42472.615878284 6308525.38654279,-42469.944210505 6308529.8158348,-42463.7103190206 6308526.40868689,-42464.3782359653 6308524.87547079,-42464.6008749469 6308523.00154037,-42464.0442774929 6308521.29796762,-42463.0424020758 6308519.93510967,-42424.5258582613 6308498.47012606,-42422.4107879362 6308501.70690579,-42412.9486312188 6308487.3969416,-42406.3362534657 6308482.9336006,-42397.252583017 6308479.0494737,-42395.5827906551 6308481.94553306,-42357.400205313 6308460.65100224,-42356.1756909142 6308462.35456273,-42352.9474256812 6308461.16207035,-42349.6078409574 6308460.82135828,-42346.2682562336 6308461.50278244,-42343.1513104914 6308463.03598702,-42341.9267960927 6308461.16207035,-42313.5403259404 6308480.75303791,-42315.0987988115 6308483.47874136,-42306.4158785297 6308489.44122071,-42304.634766677 6308487.05622846,-42290.7198303278 6308496.76655826,-42300.0706675544 6308510.3951102,-42293.0575396345 6308515.67618,-42287.0462871316 6308506.81761318,-42283.7067024078 6308509.88403911,-42281.2576736104 6308513.97260874,-42279.9218397209 6308518.40189474,-42279.8105202301 6308523.17189766,-42277.0275329602 6308525.04582812,-42279.1426032853 6308528.11226067,-42274.2445456904 6308531.3490518,-42272.5747533285 6308531.3490518,-42270.9049609666 6308531.8601242,-42269.5691270771 6308532.88226909,-42268.6785711507 6308534.24512913,-42265.0050279546 6308544.29622876,-42265.6729448993 6308546.68123721,-42260.3296093412 6308550.42910899,-42269.4578075863 6308564.05774773,-42265.3389864269 6308567.12419449,-42271.6841974022 6308576.66425818,-42266.4521813349 6308580.24178486,-42262.4446796663 6308579.21963422,-42258.4371779978 6308579.21963422,-42254.6523153108 6308580.41214331,-42251.312730587 6308582.79716198,-42248.7523822987 6308585.86361556,-42247.0825899368 6308589.61150477,-42246.5259924829 6308594.21118927,-42247.4165484092 6308598.47015864,-42249.5316187343 6308602.55877125,-42252.8712034581 6308605.62523202,-42256.9900246174 6308607.49918081,-42260.997526286 6308608.18061684,-42265.0050279546 6308607.66953982,-42268.6785711507 6308606.13630892,-42271.9068363837 6308603.58092472,-42274.1332261996 6308600.17374699,-42275.3577405983 6308596.2554943,-42275.9143380523 6308595.74441799,-42283.9293413894 6308607.66953982,-42290.1632328738 6308603.4105658,-42290.8311498186 6308604.26236043,-42300.6272650084 6308597.61836459,-42332.1306809029 6308643.61536628,-42395.1375126919 6308600.00338814,-42407.8279346423 6308591.31509133,-42426.6409285864 6308578.19748372,-42439.1087115552 6308596.2554943,-42455.2500377203 6308585.01182278,-42466.4933062904 6308577.51605011,-42464.6008749469 6308574.96067459,-42473.7290731919 6308568.48706007,-42475.6215045354 6308571.21279189,-42504.1192941785 6308551.28089827,-42505.3438085772 6308549.06624633,-42505.5664475588 6308546.68123721))"
france_hospitals_point.101174492,101174492,hospital,Clinique du Parc de Vanves,,,,,,,,,,920300480,109,,69200436900017,,,+33 1 41 46 75 75,,,,,,,60,Avenue du Général de Gaulle,,,,,,,,,way,7,2019-11-01T15:55:30Z,physiatry,POINT (253738.55354008192 6244416.359402716),"SRID=3857;POLYGON((253719.160777048 6244420.32297928,253732.407796452 6244395.30068279,253743.762384513 6244401.2181111,253742.426550623 6244404.09229205,253746.545371783 6244406.2901958,253750.44155396 6244408.31903052,253748.883081089 6244411.53135317,253756.786764936 6244415.58902563,253753.447180212 6244422.01367765,253750.44155396 6244427.59298467,253753.558499703 6244429.2836845,253749.662317525 6244436.55369758,253719.160777048 6244420.32297928))"
