service;adresse_geographique;telephone;departement;code_commune_insee;voie;code_postal;commune;geocodage_epsg;geocodage_x;geocodage_y;geocodage_x_GPS;geocodage_y_GPS
"Commissariat de police de La-Celle-Saint-Cloud";"8 Avenue Charles de Gaulle$78170 LA CELLE ST CLOUD";"+33 1 30 78 20 20";"78";"78126";"8 Avenue Charles de Gaulle";"78170";"LA CELLE ST CLOUD";"";"";"";"2.13771071";"48.84889737"
"Commissariat de police de Maisons-Laffitte";"10 Rue Jean Mermoz$78600 MAISONS LAFFITTE";"+33 1 34 93 17 17";"78";"78358";"10 Rue Jean Mermoz";"78600";"MAISONS LAFFITTE";"";"";"";"2.14483051";"48.94640272"
"Commissariat de police de Mantes-La-Jolie";"44 Rue Pierre Semard$78200 MANTES LA JOLIE";"+33 1 30 94 82 10";"78";"78361";"44 Rue Pierre Semard";"78200";"MANTES LA JOLIE";"";"";"";"1.70035092";"48.99100722"
"Commissariat de police de Marly-Le-Roi";"1 bis Rue de Port-Marly$78160 MARLY LE ROI";"+33 1 70 29 80 80";"78";"78372";"1 bis Rue de Port-Marly";"78160";"MARLY LE ROI";"";"";"";"2.09638078";"48.86818261"
"Commissariat de police de Plaisir";"889 Avenue François Mitterrand$78370 PLAISIR";"+33 1 30 07 71 30";"78";"78490";"889 Avenue François Mitterrand";"78370";"PLAISIR";"";"";"";"1.96229209";"48.8187495"
"Commissariat de police de Poissy";"16 Boulevard Louis Lemelle$78300 POISSY";"+33 1 39 22 27 27";"78";"78498";"16 Boulevard Louis Lemelle";"78300";"POISSY";"";"";"";"2.04345187";"48.92672351"
"Commissariat de police de Rambouillet";"4 Rue Pasteur$78120 RAMBOUILLET";"+33 1 30 46 27 54";"78";"78517";"4 Rue Pasteur";"78120";"RAMBOUILLET";"";"";"";"1.82367858";"48.64838861"
"Commissariat de police de Saint-Germain-En-Laye";"19 Rue Pontoise$78100 ST GERMAIN EN LAYE";"+33 1 39 10 91 00";"78";"78551";"19 Rue Pontoise";"78100";"ST GERMAIN EN LAYE";"";"";"";"2.09345071";"48.89983939"
"Commissariat de police de Sartrouville";"36 Rue Louise Michel$78500 SARTROUVILLE";"+33 1 30 86 56 56";"78";"78586";"36 Rue Louise Michel";"78500";"SARTROUVILLE";"";"";"";"2.16092943";"48.93761449"
"Commissariat de police de Trappes";"Place des Merisiers$78190 TRAPPES";"+33 1 30 50 72 00";"78";"78621";"Place des Merisiers";"78190";"TRAPPES";"";"";"";"1.98519873";"48.77633897"
"Commissariat de police de Velizy-Villacoublay";"25 Avenue Robert Wagner$78140 VELIZY VILLACOUBLAY";"+33 1 34 65 79 00";"78";"78640";"25 Avenue Robert Wagner";"78140";"VELIZY VILLACOUBLAY";"";"";"";"2.17540327";"48.78286904"
"Commissariat de police de Versailles";"19 Avenue de Paris$78000 VERSAILLES";"+33 1 39 24 70 00";"78";"78646";"19 Avenue de Paris";"78000";"VERSAILLES";"";"";"";"2.13436214";"48.80147557"
"Commissariat de police des Mureaux";"2 Rue Jean Rommeis$78130 LES MUREAUX";"+33 1 78 73 11 11";"78";"78440";"2 Rue Jean Rommeis";"78130";"LES MUREAUX";"";"";"";"1.91079429";"48.98570428"
"Commissariat de police du Vesinet";"32 Boulevard Carnot$78110 LE VESINET";"+33 1 30 15 76 60";"78";"78650";"32 Boulevard Carnot";"78110";"LE VESINET";"";"";"";"2.1436039";"48.89240731"
"Commissariat de police de Niort";"2 Rue de la préfecture$79000 NIORT";"+33 5 49 28 72 00";"79";"79191";"2 Rue de la préfecture";"79000";"NIORT";"";"";"";"-0.46502876";"46.32440337"
"Commissariat de police de Thouars";"81 Rue Camille Pelletan$79100 THOUARS";"+33 5 49 66 02 00";"79";"79329";"81 Rue Camille Pelletan";"79100";"THOUARS";"";"";"";"-0.22241464";"46.98307788"
"Commissariat de police d'Abbeville";"Rue boucher de Perthes$80100 ABBEVILLE";"+33 3 22 25 28 20";"80";"80001";"Rue boucher de Perthes";"80100";"ABBEVILLE";"";"";"";"1.83586264";"50.10610899"
"Commissariat de police d'Amiens";"23 Rue des otages$80000 AMIENS";"+33 3 22 71 53 00";"80";"80021";"23 Rue des otages";"80000";"AMIENS";"";"";"";"2.3027927";"49.88972843"
"Commissariat de police d'Amiens - Secteur Centre";"23 Rue des otages$80000 AMIENS";"+33 3 60 28 52 00";"80";"80021";"23 Rue des otages";"80000";"AMIENS";"";"";"";"2.3027927";"49.88972843"
"Commissariat de police d'Amiens - Secteur Est";"Chaussée Jules Ferry$80000 AMIENS";"+33 3 22 50 22 90";"80";"80021";"Chaussée Jules Ferry";"80000";"AMIENS";"";"";"";"2.34236433";"49.87769329"
"Commissariat de police d'Amiens - Secteur Nord";"Rue Guynemer$80000 AMIENS";"+33 3 22 66 34 00";"80";"80021";"Rue Guynemer";"80000";"AMIENS";"";"";"";"2.30053862";"49.90984832"
"Commissariat de police d'Amiens - Secteur Ouest";"Place de Bourgogne$80000 AMIENS";"+33 3 22 69 24 70";"80";"80021";"Place de Bourgogne";"80000";"AMIENS";"";"";"";"2.25059263";"49.91528761"
"Commissariat de police de Secteur de Salouël";"Route de Normandie$80480 SALOUEL";"+33 3 22 33 24 40";"80";"80725";"Route de Normandie";"80480";"SALOUEL";"";"";"";"2.23686676";"49.86839433"
"Commissariat de police d'Albi";"5 Avenue du Maréchal de Lattre de Tassigny$81000 ALBI";"+33 5 63 36 28 00";"81";"81004";"5 Avenue du Maréchal de Lattre de Tassigny";"81000";"ALBI";"";"";"";"2.15324502";"43.93011405"
"Commissariat de police de Carmaux";"29 bis Rue Ferrer$81400 CARMAUX";"+33 5 63 80 23 80";"81";"81060";"29 bis Rue Ferrer";"81400";"CARMAUX";"";"";"";"2.15385425";"44.05193919"
"Commissariat de police de Castres";"2 Avenue Charles de Gaulle$81100 CASTRES";"+33 5 63 62 01 20";"81";"81065";"2 Avenue Charles de Gaulle";"81100";"CASTRES";"";"";"";"2.24508607";"43.6041632"
"Commissariat de police de Mazamet";"Rue Jean Assemat$81200 MAZAMET";"+33 5 63 97 74 10";"81";"81163";"Rue Jean Assemat";"81200";"MAZAMET";"";"";"";"2.3761602";"43.49466158"
"Commissariat de police de Castelsarrasin";"6 Boulevard du 4 septembre$82100 CASTELSARRASIN";"+33 5 81 98 81 77";"82";"82033";"6 Boulevard du 4 septembre";"82100";"CASTELSARRASIN";"";"";"";"1.10800914";"44.03971881"
"Commissariat de police de Montauban";"50 Boulevard Alsace Lorraine$82000 MONTAUBAN";"+33 5 63 21 54 00";"82";"82121";"50 Boulevard Alsace Lorraine";"82000";"MONTAUBAN";"";"";"";"1.36029742";"44.01889024"
"Commissariat de police d'Hyères";"Chemin de la Demi Lune$83400 HYERES";"+33 4 94 00 73 30";"83";"83069";"Chemin de la Demi Lune";"83400";"HYERES";"";"";"";"6.1086012";"43.11857618"
"Commissariat de police de Draguignan";"22 Rue Olivier Descamps$83300 DRAGUIGNAN";"+33 4 94 39 44 00";"83";"83050";"22 Rue Olivier Descamps";"83300";"DRAGUIGNAN";"";"";"";"6.46360907";"43.53980996"
"Commissariat de police de Fréjus";"Rue de Triberg$83600 FREJUS";"+33 4 94 51 90 00";"83";"83061";"Rue de Triberg";"83600";"FREJUS";"";"";"";"6.7471808";"43.42908606"
"Commissariat de police de La Garde";"189 Avenue Jacques Duclos$83130 LA GARDE";"+33 4 94 75 88 88";"83";"83062";"189 Avenue Jacques Duclos";"83130";"LA GARDE";"";"";"";"6.00852796";"43.11972011"
"Commissariat de police de La Seyne sur Mer";"Avenue du Maréchal Juin Chemin Santéri$83500 LA SEYNE SUR MER";"+33 4 98 00 84 00";"83";"83126";"Avenue du Maréchal Juin Chemin Santéri";"83500";"LA SEYNE SUR MER";"";"";"";"5.8817291";"43.10156956"
"Commissariat de police de Sanary sur Mer";"9 Rue Gaillard$83110 SANARY SUR MER";"+33 4 94 88 53 30";"83";"83123";"9 Rue Gaillard";"83110";"SANARY SUR MER";"";"";"";"5.80131944";"43.11899253"
"Commissariat de police de Toulon";"1 Rue du Commissaire Morandin$83000 TOULON";"+33 4 98 03 53 00";"83";"83137";"1 Rue du Commissaire Morandin";"83000";"TOULON";"";"";"";"5.92767451";"43.12542507"
"Commissariat de police d'Avignon";"14 Boulevard Saint Roch$84000 AVIGNON";"+33 4 32 40 55 55";"84";"84007";"14 Boulevard Saint Roch";"84000";"AVIGNON";"";"";"";"4.79949874";"43.94331399"
"Commissariat de police d'Avignon - Secteur Montfavet";"Square des Cigales$84000 AVIGNON";"+33 4 90 31 45 25";"84";"84007";"Square des Cigales";"84000";"AVIGNON";"";"";"";"4.87275339";"43.93501141"
"Commissariat de police d'Orange";"445 Avenue Charles de Gaulle$84100 ORANGE";"+33 4 90 11 33 30";"84";"84087";"445 Avenue Charles de Gaulle";"84100";"ORANGE";"";"";"";"4.80000377";"44.13616636"
"Commissariat de police de Carpentras";"104 Boulevard Albin Durand$84200 CARPENTRAS";"+33 4 90 67 62 00";"84";"84031";"104 Boulevard Albin Durand";"84200";"CARPENTRAS";"";"";"";"5.0457623";"44.05332093"
"Commissariat de police de Cavaillon";"33 Place du clos$84300 CAVAILLON";"+33 4 90 78 58 00";"84";"84035";"33 Place du clos";"84300";"CAVAILLON";"";"";"";"5.03615968";"43.83450782"
"Commissariat de police de Monteux";"Place de l'Hôtel de ville$84170 MONTEUX";"+33 4 90 61 15 70";"84";"84080";"Place de l'Hôtel de ville";"84170";"MONTEUX";"";"";"";"4.99519498";"44.03426919"
"Commissariat de police de la Roche sur Yon";"3 Rue Delille$85000 LA ROCHE SUR YON";"+33 2 72 78 58 00";"85";"85191";"3 Rue Delille";"85000";"LA ROCHE SUR YON";"";"";"";"-1.42606582";"46.66802092"
"Commissariat de police des Sables d'Olonne";"3 Rue de Verdun$85100 LES SABLES D OLONNE";"+33 2 51 23 73 00";"85";"85194";"3 Rue de Verdun";"85100";"LES SABLES D OLONNE";"";"";"";"-1.77710715";"46.49783317"
"Commissariat de police de Bel Air - Secteur Ouest";"39 Rue Rique Avoine$86000 POITIERS";"+33 5 49 60 61 63";"86";"86194";"39 Rue Rique Avoine";"86000";"POITIERS";"";"";"";"0.32541918";"46.59109781"
"Commissariat de police de Châtellerault";"1 Allée du réseau Alfred 1943-1944$86100 CHATELLERAULT";"+33 5 49 20 05 49";"86";"86066";"1 Allée du réseau Alfred 1943-1944";"86100";"CHATELLERAULT";"";"";"";"0.5482316";"46.81041143"
"Commissariat de police de Poitiers";"38 Rue de la Marne$86000 POITIERS";"+33 5 49 60 60 00";"86";"86194";"38 Rue de la Marne";"86000";"POITIERS";"";"";"";"0.33815446";"46.58198351"
"Commissariat de police des Couronneries - Secteur Est";"20 Place Coïmbra$86000 POITIERS";"+33 5 49 60 61 71";"86";"86194";"20 Place Coïmbra";"86000";"POITIERS";"";"";"";"0.36115274";"46.58860867"
"Commissariat de police des Trois cités - Secteur Sud";"2 Place des Trois cités$86000 POITIERS";"+33 5 49 60 61 66";"86";"86194";"2 Place des Trois cités";"86000";"POITIERS";"";"";"";"0.34747987";"46.5690193"
"Commissariat de police de Limoges";"84 Avenue Emile Labussière$87000 LIMOGES";"+33 5 55 14 30 00";"87";"87085";"84 Avenue Emile Labussière";"87000";"LIMOGES";"";"";"";"1.25280796";"45.84413081"
"Commissariat de police d'Epinal";"Place Clémenceau$88000 EPINAL";"+33 3 29 69 17 17";"88";"88160";"Place Clémenceau";"88000";"EPINAL";"";"";"";"6.44695831";"48.17899727"
"Commissariat de police de Remiremont";"12 Place Henri Utard$88200 REMIREMONT";"+33 3 29 26 17 17";"88";"88383";"12 Place Henri Utard";"88200";"REMIREMONT";"";"";"";"6.5903";"48.01577641"
"Commissariat de police de Saint Dié des Vosges";"8 Rue de la Madeleine$88100 ST DIE DES VOSGES";"+33 3 29 55 17 77";"88";"88413";"8 Rue de la Madeleine";"88100";"ST DIE DES VOSGES";"";"";"";"6.9401133";"48.28754964"
"Commissariat de police d'Auxerre";"32 Boulevard Vaulabelle$89000 AUXERRE";"+33 3 86 51 85 00";"89";"89024";"32 Boulevard Vaulabelle";"89000";"AUXERRE";"";"";"";"3.57802585";"47.79334011"
"Commissariat de police de Sens";"36 Boulevard Maréchal Foch$89100 SENS";"+33 3 86 65 86 80";"89";"89387";"36 Boulevard Maréchal Foch";"89100";"SENS";"";"";"";"3.29836914";"48.19467567"
"Commissariat de police de Belfort";"1 Rue Manège$90000 BELFORT";"+33 3 84 58 50 00";"90";"90010";"1 Rue Manège";"90000";"BELFORT";"";"";"";"6.86234414";"47.63927518"
"Commissariat de police d'Etampes";"7 Avenue de Paris$91150 ETAMPES";"+33 1 69 16 13 50";"91";"91223";"7 Avenue de Paris";"91150";"ETAMPES";"";"";"";"2.16399532";"48.43748959"
"Commissariat de secteur de Brunoy";"4 Boulevard Général de Gaulle$91800 BRUNOY";"+33 1 60 47 91 50";"91";"91114";"4 Boulevard Général de Gaulle";"91800";"BRUNOY";"";"";"";"2.50550958";"48.6946378"
"Commissariat de secteur de Brétigny-sur-Orge";"39 Avenue Georges Guynemer$91220 BRETIGNY SUR ORGE";"+33 1 70 29 32 17";"91";"91103";"39 Avenue Georges Guynemer";"91220";"BRETIGNY SUR ORGE";"";"";"";"2.31012442";"48.6046645"
"Commissariat de secteur de Corbeil-Essonnes";"31 Allée Aristide Briand$91100 CORBEIL ESSONNES";"+33 1 69 22 18 10";"91";"91174";"31 Allée Aristide Briand";"91100";"CORBEIL ESSONNES";"";"";"";"2.47525691";"48.60985731"
"Commissariat de secteur de Draveil";"124 Boulevard Général de Gaulle$91210 DRAVEIL";"+33 1 69 73 11 11";"91";"91201";"124 Boulevard Général de Gaulle";"91210";"DRAVEIL";"";"";"";"2.40711048";"48.68607351"
"Commissariat de secteur de Longjumeau";"10 Rue des ecoles$91160 LONGJUMEAU";"+33 1 69 79 23 70";"91";"91345";"10 Rue des ecoles";"91160";"LONGJUMEAU";"";"";"";"2.29650363";"48.69557002"
"Commissariat de secteur de Massy";"1 Avenue du Général de Gaulle$91300 MASSY";"+33 1 69 53 45 50";"91";"91377";"1 Avenue du Général de Gaulle";"91300";"MASSY";"";"";"";"2.27153033";"48.73201131"
"Commissariat de secteur de Savigny-sur-Orge";"1 Place Régis Ryckebusch$91600 SAVIGNY SUR ORGE";"+33 1 69 12 29 50";"91";"91589";"1 Place Régis Ryckebusch";"91600";"SAVIGNY SUR ORGE";"";"";"";"2.33743902";"48.69197992"
"Commissariat de secteur des Ulis";"124 Rue des champs Lasniers$91940 LES ULIS";"+33 1 70 29 30 10";"91";"91692";"124 Rue des champs Lasniers";"91940";"LES ULIS";"";"";"";"2.16992865";"48.68379201"
"Commissariat de secteur d’Arpajon";"10 Rue du Docteur Louis Babin$91290 ARPAJON";"+33 1 69 26 19 70";"91";"91021";"10 Rue du Docteur Louis Babin";"91290";"ARPAJON";"";"";"";"2.24475651";"48.58798445"
"Commissariat de secteur d’Athis Mons";"21 Rue Jean Baptiste de la Salle$91200 ATHIS MONS";"+33 1 69 84 23 70";"91";"91027";"21 Rue Jean Baptiste de la Salle";"91200";"ATHIS MONS";"";"";"";"2.38245962";"48.70836532"
"Commissariat d’agglomération d'Evry-Corbeil";"Boulevard de France$91000 EVRY";"+33 1 60 76 70 00";"91";"91228";"Boulevard de France";"91000";"EVRY";"";"";"";"2.44316804";"48.62754203"
"Commissariat d’agglomération de Juvisy-sur-Orge";"Place du Maréchal Leclerc$91260 JUVISY SUR ORGE";"+33 1 69 84 30 30";"91";"91326";"Place du Maréchal Leclerc";"91260";"JUVISY SUR ORGE";"";"";"";"2.3776947";"48.69161333"
"Commissariat d’agglomération de Massy-Palaiseau";"13 Rue Emile Zola$91120 PALAISEAU";"+33 1 69 31 65 20";"91";"91477";"13 Rue Emile Zola";"91120";"PALAISEAU";"";"";"";"2.25070214";"48.71370275"
"Commissariat d’agglomération de Sainte-Geneviève-des-bois";"254 Route de Corbeil$91700 STE GENEVIEVE DES BOIS";"+33 1 69 72 17 17";"91";"91549";"254 Route de Corbeil";"91700";"STE GENEVIEVE DES BOIS";"";"";"";"2.33775619";"48.63131495"
"Commissariat d’agglomération du Val d’Yerres-Val de Seine";"142 Avenue de la République$91230 MONTGERON";"+33 1 69 52 85 00";"91";"91421";"142 Avenue de la République";"91230";"MONTGERON";"";"";"";"2.46390687";"48.70220071"
"Commissariat de police d'Antony";"50 Avenue de Galliéni$92160 ANTONY";"+33 1 55 59 06 00";"92";"92002";"50 Avenue de Galliéni";"92160";"ANTONY";"";"";"";"2.29755329";"48.76059446"
"Commissariat de police de Asnières-sur-Seine";"12 Rue du château$92600 ASNIERES SUR SEINE";"+33 1 41 11 83 10";"92";"92004";"12 Rue du château";"92600";"ASNIERES SUR SEINE";"";"";"";"2.28738026";"48.90649847"
"Commissariat de police de Bagneux";"1 Rue des Mathurins$92220 BAGNEUX";"+33 1 55 48 07 50";"92";"92007";"1 Rue des Mathurins";"92220";"BAGNEUX";"";"";"";"2.30657766";"48.79391589"
"Commissariat de police de Boulogne-Billancourt";"24 Avenue André Morizet$92100 BOULOGNE BILLANCOURT";"+33 1 41 31 64 00";"92";"92012";"24 Avenue André Morizet";"92100";"BOULOGNE BILLANCOURT";"";"";"";"2.24070468";"48.83531943"
"Commissariat de police de Châtenay-Malabry";"28 Rue du Docteur Le Savoureux$92290 CHATENAY MALABRY";"+33 1 40 91 25 00";"92";"92019";"28 Rue du Docteur Le Savoureux";"92290";"CHATENAY MALABRY";"";"";"";"2.27708954";"48.76706328"
"Commissariat de police de Clamart";"1 Avenue Jean Jaurès$92140 CLAMART";"+33 1 41 46 13 00";"92";"92023";"1 Avenue Jean Jaurès";"92140";"CLAMART";"";"";"";"2.26329977";"48.80053845"
"Commissariat de police de Clichy-la-Garenne";"96 Rue Martre$92110 CLICHY";"+33 1 55 46 94 00";"92";"92024";"96 Rue Martre";"92110";"CLICHY";"";"";"";"2.30526397";"48.90405779"
"Commissariat de police de Colombes";"5 Rue du 8 Mai 1945$92700 COLOMBES";"+33 1 56 05 80 20";"92";"92025";"5 Rue du 8 Mai 1945";"92700";"COLOMBES";"";"";"";"2.25860136";"48.92182318"
"Commissariat de police de Courbevoie";"9 Rue Auguste Beau$92400 COURBEVOIE";"+33 1 41 16 85 00";"92";"92026";"9 Rue Auguste Beau";"92400";"COURBEVOIE";"";"";"";"2.25159621";"48.89422109"
"Commissariat de police de Gennevilliers";"19 Rue de la Libération$92230 GENNEVILLIERS";"+33 1 40 85 14 31";"92";"92036";"19 Rue de la Libération";"92230";"GENNEVILLIERS";"";"";"";"2.29224727";"48.9246654"
"Commissariat de police de Issy-les-Moulineaux";"22 Avenue Victor Cresson$92130 ISSY LES MOULINEAUX";"+33 1 46 48 14 00";"92";"92040";"22 Avenue Victor Cresson";"92130";"ISSY LES MOULINEAUX";"";"";"";"2.27016221";"48.8232882"
"Commissariat de police de La Garenne-Colombes";"98 Rue Sartoris$92250 LA GARENNE COLOMBES";"+33 1 41 19 32 10";"92";"92035";"98 Rue Sartoris";"92250";"LA GARENNE COLOMBES";"";"";"";"2.24054488";"48.90614912"
"Commissariat de police de Levallois-Perret";"36 Rue Rivay$92300 LEVALLOIS PERRET";"+33 1 55 90 01 20";"92";"92044";"36 Rue Rivay";"92300";"LEVALLOIS PERRET";"";"";"";"2.2899304";"48.8938951"
"Commissariat de police de Meudon";"94 Rue de Paris$92190 MEUDON";"+33 1 41 14 79 00";"92";"92048";"94 Rue de Paris";"92190";"MEUDON";"";"";"";"2.23949683";"48.81021026"
"Commissariat de police de Montrouge";"4 Rue Guillot$92120 MONTROUGE";"+33 1 46 56 34 00";"92";"92049";"4 Rue Guillot";"92120";"MONTROUGE";"";"";"";"2.31351667";"48.81585675"
"Commissariat de police de Nanterre";"54 Rue du 19 Mars 1962$92000 NANTERRE";"+33 1 55 69 46 50";"92";"92050";"54 Rue du 19 Mars 1962";"92000";"NANTERRE";"";"";"";"2.20518352";"48.89264783"
"Commissariat de police de Neuilly-sur-Seine";"28 Rue du pont$92200 NEUILLY SUR SEINE";"+33 1 55 62 07 20";"92";"92051";"28 Rue du pont";"92200";"NEUILLY SUR SEINE";"";"";"";"2.25930473";"48.8873838"
"Commissariat de police de Puteaux La Défense - Secteur La Défense";"9 Place de la Défense$92400 COURBEVOIE";"+33 1 47 75 51 00";"92";"92026";"9 Place de la Défense";"92400";"COURBEVOIE";"";"";"";"2.24189915";"48.89115439"
"Commissariat de police de Puteaux La Défense - Secteur Puteaux";"2 Rue du Chante coq$92800 PUTEAUX";"+33 1 55 91 91 64";"92";"92062";"2 Rue du Chante coq";"92800";"PUTEAUX";"";"";"";"2.23737068";"48.88348905"
"Commissariat de police de Rueil-Malmaison";"13 Rue Charles Floquet$92500 RUEIL MALMAISON";"+33 1 41 39 49 00";"92";"92063";"13 Rue Charles Floquet";"92500";"RUEIL MALMAISON";"";"";"";"2.17813271";"48.87318928"
"Commissariat de police de Saint-Cloud";"27 Rue Dailly$92210 ST CLOUD";"+33 1 41 12 84 00";"92";"92064";"27 Rue Dailly";"92210";"ST CLOUD";"";"";"";"2.22014364";"48.84545003"
"Commissariat de police de Suresnes";"1 Place du Moutier$92150 SURESNES";"+33 1 46 25 03 00";"92";"92073";"1 Place du Moutier";"92150";"SURESNES";"";"";"";"2.22535942";"48.86847124"
"Commissariat de police de Sèvres";"4 Avenue de l' Europe$92310 SEVRES";"+33 1 41 14 09 00";"92";"92072";"4 Avenue de l' Europe";"92310";"SEVRES";"";"";"";"2.20976807";"48.82327194"
"Commissariat de police de Vanves";"28 Rue Raymond Marcheron$92170 VANVES";"+33 1 41 09 30 00";"92";"92075";"28 Rue Raymond Marcheron";"92170";"VANVES";"";"";"";"2.28710878";"48.81887317"
"Commissariat de police de Villeneuve-la-Garenne";"19 bis Rue du Fond de la Noue$92390 VILLENEUVE LA GARENNE";"+33 1 47 92 76 10";"92";"92078";"19 bis Rue du Fond de la Noue";"92390";"VILLENEUVE LA GARENNE";"";"";"";"2.33143149";"48.93147822"
"Commissariat de police d'Aubervilliers";"16 Rue Léopold Rechossière$93300 AUBERVILLIERS";"+33 1 48 11 17 00";"93";"93001";"16 Rue Léopold Rechossière";"93300";"AUBERVILLIERS";"";"";"";"2.38758623";"48.9147017"
"Commissariat de police d'Aulnay-sous-Bois";"26 Rue Louis Barrault$93600 AULNAY SOUS BOIS";"+33 1 48 19 30 00";"93";"93005";"26 Rue Louis Barrault";"93600";"AULNAY SOUS BOIS";"";"";"";"2.50034355";"48.92721175"
"Commissariat de police de Bobigny";"45 Rue de Carency$93000 BOBIGNY";"+33 1 41 60 26 70";"93";"93008";"45 Rue de Carency";"93000";"BOBIGNY";"";"";"";"2.45043715";"48.91006047"
"Commissariat de police de Bondy";"26 Avenue Henri Barbusse$93140 BONDY";"+33 1 48 50 30 00";"93";"93010";"26 Avenue Henri Barbusse";"93140";"BONDY";"";"";"";"2.48599629";"48.90174946"
"Commissariat de police de Clichy-sous-Bois";"1 Carrefour des Libertés$93390 CLICHY SOUS BOIS";"+33 1 82 46 60 00";"93";"93014";"1 Carrefour des Libertés";"93390";"CLICHY SOUS BOIS";"";"";"";"2.54859554";"48.90494801"
"Commissariat de police de Drancy";"6 Rue de la République$93700 DRANCY";"+33 1 41 60 81 40";"93";"93029";"6 Rue de la République";"93700";"DRANCY";"";"";"";"2.44444369";"48.92169105"
"Commissariat de police de Epinay-sur-Seine";"40 Rue de Quetigny$93800 EPINAY SUR SEINE";"+33 1 49 40 17 00";"93";"93031";"40 Rue de Quetigny";"93800";"EPINAY SUR SEINE";"";"";"";"2.31217813";"48.95217246"
"Commissariat de police de Gagny";"13 Rue Parmentier$93220 GAGNY";"+33 1 43 01 33 50";"93";"93032";"13 Rue Parmentier";"93220";"GAGNY";"";"";"";"2.53143314";"48.88375063"
"Commissariat de police de La Courneuve";"16 Place du pommier de bois$93120 LA COURNEUVE";"+33 1 43 11 77 30";"93";"93027";"16 Place du pommier de bois";"93120";"LA COURNEUVE";"";"";"";"2.39059266";"48.92817302"
"Commissariat de police de Livry-Gargan";"95 Avenue Aristide Briand$93190 LIVRY GARGAN";"+33 1 56 48 64 00";"93";"93046";"95 Avenue Aristide Briand";"93190";"LIVRY GARGAN";"";"";"";"2.52486523";"48.91362793"
"Commissariat de police de Montreuil-sous-Bois";"18 Boulevard Paul Vaillant Couturier$93100 MONTREUIL";"+33 1 49 88 89 00";"93";"93048";"18 Boulevard Paul Vaillant Couturier";"93100";"MONTREUIL";"";"";"";"2.44241697";"48.86423783"
"Commissariat de police de Neuilly-sur-Marne";"34 Boulevard du Maréchal Foch$93330 NEUILLY SUR MARNE";"+33 1 56 49 10 10";"93";"93050";"34 Boulevard du Maréchal Foch";"93330";"NEUILLY SUR MARNE";"";"";"";"2.52643301";"48.85540676"
"Commissariat de police de Noisy-le-Grand";"1 bis Rue Emile Cossonneau$93160 NOISY LE GRAND";"+33 1 55 85 80 00";"93";"93051";"1 bis Rue Emile Cossonneau";"93160";"NOISY LE GRAND";"";"";"";"2.55311711";"48.84891925"
"Commissariat de police de Noisy-le-Sec";"2 Rue de Neuilly$93130 NOISY LE SEC";"+33 1 48 10 12 50";"93";"93053";"2 Rue de Neuilly";"93130";"NOISY LE SEC";"";"";"";"2.45834423";"48.88800466"
"Commissariat de police de Pantin";"14 Rue Eugène Marie Louise Cornet$93500 PANTIN";"+33 1 41 83 45 00";"93";"93055";"14 Rue Eugène Marie Louise Cornet";"93500";"PANTIN";"";"";"";"2.40179896";"48.89660929"
"Commissariat de police de Rosny-sous-Bois";"20 Rue Lech Walesa$93110 ROSNY SOUS BOIS";"+33 1 48 12 28 30";"93";"93064";"20 Rue Lech Walesa";"93110";"ROSNY SOUS BOIS";"";"";"";"2.48625185";"48.87659007"
"Commissariat de police de Saint-Denis";"10 Avenue Jean Moulin$93200 ST DENIS";"+33 1 49 71 80 00";"93";"93066";"10 Avenue Jean Moulin";"93200";"ST DENIS";"";"";"";"2.36374041";"48.94055691"
"Commissariat de police de Saint-Ouen";"15 Rue Dieumegard$93400 ST OUEN";"+33 1 41 66 27 00";"93";"93070";"15 Rue Dieumegard";"93400";"ST OUEN";"";"";"";"2.33778544";"48.90695079"
"Commissariat de police de Stains";"47 Avenue Marcel Cachin$93240 STAINS";"+33 1 49 71 33 50";"93";"93072";"47 Avenue Marcel Cachin";"93240";"STAINS";"";"";"";"2.38186864";"48.9604142"
"Commissariat de police de Villepinte";"1 Rue Jean Fourgeaud$93420 VILLEPINTE";"+33 1 49 63 46 10";"93";"93078";"1 Rue Jean Fourgeaud";"93420";"VILLEPINTE";"";"";"";"2.55272277";"48.96036389"
"Commissariat de police de la Plaine-Saint-Denis";"39 Rue du Landy$93200 ST DENIS";"+33 1 48 09 61 90";"93";"93066";"39 Rue du Landy";"93200";"ST DENIS";"";"";"";"2.36208928";"48.9153843"
"Commissariat de police des Lilas";"55 Boulevard Eugene Decros$93260 LES LILAS";"+33 1 41 83 67 00";"93";"93045";"55 Boulevard Eugene Decros";"93260";"LES LILAS";"";"";"";"2.41500189";"48.88238375"
"Commissariat de police du Blanc-Mesnil";"Place Gabriel Péri$93150 LE BLANC MESNIL";"+33 1 48 14 29 30";"93";"93007";"Place Gabriel Péri";"93150";"LE BLANC MESNIL";"";"";"";"2.46400856";"48.93928376"
"Commissariat de police du Raincy";"Cour de la gare$93340 LE RAINCY";"+33 1 49 44 31 50";"93";"93062";"Cour de la gare";"93340";"LE RAINCY";"";"";"";"2.5126209";"48.88944202"
"Commissariat de police d'Alfortville";"26 Rue du port à l'Anglais$94140 ALFORTVILLE";"+33 1 43 53 89 10";"94";"94002";"26 Rue du port à l'Anglais";"94140";"ALFORTVILLE";"";"";"";"2.41304098";"48.80535583"
